"id","L","A","C","Y"
3846,0,1,1,NA
3847,0,1,0,1
3848,1,0,0,0
3849,0,0,0,0
3850,1,1,0,0
3851,1,0,0,0
3852,0,0,0,0
3853,1,1,0,0
3854,0,2,0,0
3855,1,0,0,0
3856,1,2,0,0
3857,1,0,0,1
3858,1,2,0,0
3859,0,2,0,0
3860,1,1,0,0
3861,0,0,0,0
3862,0,0,0,1
3863,0,0,0,0
3864,0,0,0,1
3865,1,0,0,0
3866,1,1,0,0
3867,1,2,0,0
3868,0,0,0,1
3869,1,1,0,0
3870,1,1,0,0
3871,1,0,0,0
3872,0,1,1,NA
3873,1,2,0,0
3874,1,1,0,0
3875,0,2,0,0
3876,1,0,0,1
3877,0,1,1,NA
3878,1,1,0,0
3879,1,1,0,0
3880,1,0,0,0
3881,0,0,0,1
3882,1,1,0,0
3883,0,0,0,0
3884,0,1,0,0
3885,1,1,0,0
3886,0,2,0,0
3887,1,2,0,0
3888,1,1,0,0
3889,0,0,0,1
3890,1,1,1,NA
3891,0,1,0,0
3892,0,0,0,0
3893,0,0,0,0
3894,1,2,1,NA
3895,1,2,0,0
3896,0,1,1,NA
3897,1,2,0,1
3898,1,2,1,NA
3899,0,0,0,0
3900,0,1,0,1
3901,1,2,1,NA
3902,1,2,1,NA
3903,0,1,0,0
3904,0,1,0,0
3905,0,0,1,NA
3906,0,1,0,0
3907,0,1,0,0
3908,0,0,0,0
3909,1,1,0,0
3910,0,2,1,NA
3911,0,0,0,0
3912,0,1,0,0
3913,0,0,0,0
3914,1,1,0,0
3915,1,0,0,0
3916,1,2,1,NA
3917,1,0,0,0
3918,1,1,0,0
3919,0,1,0,0
3920,1,2,0,0
3921,1,1,0,0
3922,1,0,0,0
3923,1,2,1,NA
3924,1,2,1,NA
3925,1,0,0,0
3926,0,0,0,0
3927,1,2,1,NA
3928,1,0,0,0
3929,1,0,0,0
3930,0,1,0,0
3931,0,0,1,NA
3932,0,0,0,0
3933,0,1,0,0
3934,1,1,0,0
3935,0,0,1,NA
3936,0,2,0,0
3937,1,1,0,0
3938,1,2,0,0
3939,1,1,0,0
3940,0,0,0,0
3941,0,0,0,0
3942,0,0,0,1
3943,0,0,0,1
3944,1,1,0,0
3945,0,0,0,0
3946,1,2,0,0
3947,0,0,0,0
3948,1,1,0,0
3949,0,0,0,0
3950,1,1,1,NA
3951,0,0,0,0
3952,0,0,0,1
3953,1,1,0,0
3954,0,0,0,0
3955,0,1,0,0
3956,0,1,0,0
3957,1,1,0,0
3958,0,2,0,0
3959,1,1,0,0
3960,1,0,0,0
3961,0,0,0,1
3962,1,1,0,0
3963,1,2,1,NA
3964,1,1,0,0
3965,0,1,0,0
3966,0,0,0,0
3967,0,1,0,0
3968,0,0,0,1
3969,0,0,0,0
3970,1,1,1,NA
3971,0,0,1,NA
3972,1,1,0,0
3973,0,0,0,0
3974,1,1,1,NA
3975,1,2,1,NA
3976,0,0,0,0
3977,1,0,0,0
3978,0,0,0,1
3979,0,1,0,0
3980,1,1,0,0
3981,0,1,0,0
3982,0,0,0,0
3983,1,2,1,NA
3984,0,2,1,NA
3985,0,1,0,0
3986,0,0,1,NA
3987,1,0,0,0
3988,1,0,0,0
3989,1,1,0,0
3990,0,0,0,0
3991,1,0,0,0
3992,0,0,1,NA
3993,0,2,0,0
3994,0,0,0,0
3995,0,0,0,0
3996,0,1,1,NA
3997,1,1,0,0
3998,0,0,0,1
3999,0,1,1,NA
4000,1,0,0,0
4001,0,0,0,1
4002,1,2,0,0
4003,1,1,0,0
4004,0,0,1,NA
4005,0,1,0,0
4006,1,0,0,0
4007,1,1,0,0
4008,1,1,0,0
4009,1,1,0,0
4010,1,1,0,0
4011,1,1,0,0
4012,1,1,0,0
4013,1,1,0,1
4014,0,1,1,NA
4015,0,0,0,0
4016,1,0,0,1
4017,0,1,0,0
4018,0,2,0,0
4019,0,1,0,0
4020,1,0,0,0
4021,1,1,0,0
4022,0,0,0,0
4023,0,0,0,0
4024,0,0,0,0
4025,1,0,0,0
4026,1,1,0,0
4027,0,0,1,NA
4028,0,0,1,NA
4029,0,0,0,0
4030,0,0,1,NA
4031,1,0,0,0
4032,0,1,0,0
4033,0,1,1,NA
4034,1,2,1,NA
4035,0,1,1,NA
4036,1,2,1,NA
4037,1,2,0,0
4038,0,0,0,0
4039,1,1,0,0
4040,0,0,0,1
4041,1,1,0,0
4042,0,0,0,0
4043,1,2,1,NA
4044,0,1,1,NA
4045,1,1,0,0
4046,0,0,0,0
4047,1,1,0,0
4048,0,1,0,0
4049,0,1,0,0
4050,1,2,0,0
4051,1,1,0,0
4052,1,1,0,0
4053,0,0,0,1
4054,0,2,1,NA
4055,0,0,0,0
4056,0,2,0,0
4057,1,1,0,0
4058,0,0,0,0
4059,0,1,0,1
4060,0,1,1,NA
4061,0,0,1,NA
4062,1,2,0,0
4063,0,0,0,0
4064,1,1,0,0
4065,1,1,0,0
4066,1,2,1,NA
4067,1,1,0,0
4068,0,0,0,1
4069,1,1,0,0
4070,1,0,1,NA
4071,0,0,0,0
4072,0,1,0,0
4073,1,1,0,0
4074,1,1,0,0
4075,0,0,0,0
4076,0,0,0,0
4077,1,0,0,0
4078,1,1,1,NA
4079,1,2,1,NA
4080,1,1,0,0
4081,1,1,0,0
4082,0,1,1,NA
4083,0,1,1,NA
4084,1,2,0,0
4085,0,0,0,0
4086,0,0,0,0
4087,0,1,1,NA
4088,0,0,0,1
4089,1,1,0,0
4090,1,1,0,1
4091,0,0,0,0
4092,1,2,0,0
4093,0,1,0,0
4094,1,1,0,0
4095,1,1,0,0
4096,0,0,0,1
4097,0,0,0,1
4098,1,1,0,0
4099,0,0,0,0
4100,1,1,0,0
4101,1,0,0,0
4102,1,0,0,0
4103,0,0,0,0
4104,1,1,0,1
4105,0,1,0,0
4106,1,1,0,1
4107,1,1,1,NA
4108,1,2,0,0
4109,1,2,1,NA
4110,1,1,0,0
4111,0,0,0,0
4112,0,0,0,0
4113,0,1,0,0
4114,1,0,0,0
4115,1,0,1,NA
4116,1,0,0,0
4117,1,0,0,0
4118,0,1,0,0
4119,0,0,0,1
4120,0,1,0,1
4121,0,1,0,0
4122,1,1,1,NA
4123,1,1,0,0
4124,0,1,0,0
4125,1,1,0,0
4126,1,1,0,1
4127,1,0,0,0
4128,1,0,0,0
4129,0,0,0,1
4130,1,2,0,0
4131,1,0,0,0
4132,0,0,0,0
4133,0,1,0,0
4134,0,0,0,0
4135,1,2,0,0
4136,1,1,0,0
4137,0,0,0,1
4138,1,1,0,0
4139,1,0,0,1
4140,1,1,0,0
4141,0,0,0,0
4142,0,0,0,1
4143,1,1,0,0
4144,1,2,0,0
4145,1,1,0,0
4146,0,0,0,0
4147,0,0,1,NA
4148,1,1,0,0
4149,0,1,0,0
4150,1,1,0,0
4151,0,0,0,0
4152,1,1,1,NA
4153,0,1,1,NA
4154,0,1,0,1
4155,1,0,0,0
4156,0,1,1,NA
4157,1,1,0,0
4158,0,1,1,NA
4159,0,0,0,1
4160,0,0,0,0
4161,1,0,0,0
4162,1,1,0,0
4163,1,1,0,1
4164,1,1,0,0
4165,1,1,1,NA
4166,0,1,0,0
4167,0,0,0,0
4168,0,0,0,0
4169,1,0,0,0
4170,0,0,0,0
4171,0,1,0,0
4172,0,0,0,1
4173,1,2,1,NA
4174,1,2,0,0
4175,1,1,0,0
4176,1,1,0,0
4177,1,1,0,0
4178,1,1,0,1
4179,1,2,0,0
4180,1,2,0,0
4181,0,2,1,NA
4182,0,1,0,0
4183,0,0,1,NA
4184,0,1,1,NA
4185,0,2,1,NA
4186,1,0,0,0
4187,0,0,0,0
4188,0,1,1,NA
4189,1,1,0,0
4190,1,2,0,0
4191,1,0,0,0
4192,1,2,0,0
4193,0,2,0,0
4194,1,0,0,1
4195,0,0,1,NA
4196,0,1,1,NA
4197,0,0,0,0
4198,1,1,0,0
4199,1,0,0,0
4200,0,2,0,0
4201,1,2,1,NA
4202,0,0,0,1
4203,1,0,0,0
4204,1,0,0,1
4205,1,2,1,NA
4206,0,1,0,0
4207,0,0,1,NA
4208,1,1,0,0
4209,0,1,0,0
4210,0,2,1,NA
4211,1,1,0,0
4212,1,2,0,0
4213,1,1,1,NA
4214,0,0,0,1
4215,1,1,0,0
4216,0,0,0,0
4217,0,1,0,1
4218,0,1,0,0
4219,1,1,1,NA
4220,0,0,0,1
4221,0,1,0,0
4222,0,0,0,0
4223,0,0,0,0
4224,1,0,0,0
4225,0,0,1,NA
4226,1,1,0,0
4227,0,1,0,0
4228,1,1,0,0
4229,0,0,0,0
4230,1,2,1,NA
4231,0,0,0,0
4232,0,0,0,0
4233,1,0,0,0
4234,0,0,0,1
4235,0,1,0,1
4236,0,0,0,0
4237,1,1,0,0
4238,1,0,0,0
4239,1,1,0,0
4240,1,1,0,0
4241,1,1,0,0
4242,0,2,0,0
4243,0,1,0,1
4244,1,1,0,0
4245,0,1,1,NA
4246,0,0,0,1
4247,1,2,1,NA
4248,1,2,0,0
4249,1,1,0,0
4250,1,1,0,0
4251,1,0,0,0
4252,1,2,0,0
4253,1,0,0,0
4254,1,0,0,0
4255,1,2,0,0
4256,1,2,1,NA
4257,0,1,0,0
4258,1,1,1,NA
4259,0,1,1,NA
4260,1,2,0,0
4261,0,0,1,NA
4262,0,1,0,0
4263,1,1,0,0
4264,1,0,0,0
4265,0,2,0,0
4266,1,1,1,NA
4267,0,2,0,0
4268,1,1,0,0
4269,0,2,0,0
4270,0,0,0,0
4271,1,2,0,0
4272,1,2,1,NA
4273,1,2,0,0
4274,1,1,0,0
4275,0,1,0,0
4276,0,0,1,NA
4277,0,1,0,0
4278,0,0,0,0
4279,0,1,0,0
4280,0,0,0,0
4281,1,1,0,0
4282,0,1,1,NA
4283,1,0,0,0
4284,1,1,0,0
4285,0,1,0,0
4286,0,1,0,0
4287,0,0,0,0
4288,0,1,0,0
4289,0,1,0,0
4290,0,1,1,NA
4291,0,0,1,NA
4292,1,2,0,0
4293,0,1,1,NA
4294,1,1,1,NA
4295,0,0,0,1
4296,0,1,0,0
4297,1,1,0,0
4298,0,1,0,0
4299,1,1,0,0
4300,0,0,0,0
4301,1,1,1,NA
4302,1,1,0,1
4303,0,0,0,0
4304,1,2,0,0
4305,1,1,0,0
4306,1,1,0,0
4307,1,1,0,0
4308,1,1,0,0
4309,1,0,0,0
4310,0,1,0,0
4311,1,1,0,0
4312,1,1,0,1
4313,0,0,0,0
4314,0,0,0,0
4315,0,0,0,1
4316,0,1,0,0
4317,0,0,0,0
4318,0,2,0,0
4319,1,1,0,0
4320,1,2,0,0
4321,0,1,0,0
4322,0,0,0,0
4323,1,0,0,0
4324,1,1,0,0
4325,0,1,1,NA
4326,1,1,0,0
4327,1,2,1,NA
4328,1,0,0,0
4329,1,1,1,NA
4330,1,1,0,0
4331,1,0,0,0
4332,0,0,1,NA
4333,0,0,0,1
4334,0,0,0,0
4335,1,0,0,0
4336,1,2,1,NA
4337,0,1,1,NA
4338,0,0,0,1
4339,1,1,0,0
4340,0,0,0,0
4341,0,0,0,0
4342,1,2,0,0
4343,0,0,0,0
4344,0,0,0,1
4345,1,0,0,0
4346,1,2,0,0
4347,0,1,0,1
4348,1,0,1,NA
4349,1,1,0,0
4350,1,1,1,NA
4351,0,0,1,NA
4352,0,0,0,0
4353,0,0,0,0
4354,0,0,0,0
4355,0,0,0,0
4356,0,0,0,0
4357,1,0,0,0
4358,1,1,0,0
4359,1,2,0,0
4360,0,1,0,0
4361,1,1,0,0
4362,1,2,1,NA
4363,0,0,0,1
4364,0,1,0,0
4365,1,1,0,0
4366,1,1,0,0
4367,0,0,0,0
4368,0,1,0,0
4369,0,1,1,NA
4370,0,0,1,NA
4371,0,1,1,NA
4372,1,0,0,0
4373,0,1,0,0
4374,1,1,0,0
4375,1,1,0,0
4376,1,2,0,0
4377,1,1,0,0
4378,0,0,0,0
4379,1,1,0,0
4380,1,1,0,0
4381,1,0,0,1
4382,1,1,0,0
4383,1,1,0,0
4384,1,0,0,0
4385,0,0,0,1
4386,0,1,0,0
4387,1,1,0,0
4388,1,1,0,0
4389,0,1,0,0
4390,0,0,1,NA
4391,1,1,0,0
4392,1,0,0,0
4393,0,0,1,NA
4394,0,1,0,0
4395,1,1,0,0
4396,0,0,0,0
4397,0,1,1,NA
4398,0,2,1,NA
4399,1,2,0,0
4400,1,2,0,0
4401,0,0,0,0
4402,1,1,0,0
4403,0,1,0,0
4404,0,0,0,0
4405,1,2,0,0
4406,0,1,0,0
4407,0,1,1,NA
4408,1,1,0,0
4409,1,1,0,0
4410,1,1,0,0
4411,1,0,0,0
4412,1,1,0,0
4413,1,1,0,0
4414,1,0,0,0
4415,1,1,0,0
4416,0,0,1,NA
4417,1,0,0,0
4418,1,1,0,0
4419,0,1,0,0
4420,1,0,0,0
4421,1,0,0,0
4422,0,1,0,1
4423,0,2,0,0
4424,1,1,0,0
4425,0,1,1,NA
4426,1,0,0,0
4427,0,1,1,NA
4428,0,0,0,0
4429,0,0,0,0
4430,0,0,0,0
4431,1,2,0,0
4432,0,0,0,0
4433,0,1,0,0
4434,1,2,0,0
4435,1,0,0,0
4436,0,1,1,NA
4437,0,0,0,0
4438,1,1,0,0
4439,1,2,1,NA
4440,0,0,0,0
4441,1,0,0,0
4442,1,1,0,0
4443,1,0,0,1
4444,0,1,0,1
4445,1,1,0,0
4446,0,0,0,1
4447,0,0,0,1
4448,0,1,1,NA
4449,1,0,0,0
4450,0,0,0,0
4451,0,1,1,NA
4452,0,0,0,0
4453,0,1,0,0
4454,0,0,0,0
4455,1,1,1,NA
4456,1,0,0,0
4457,0,1,0,0
4458,1,1,0,0
4459,0,1,0,0
4460,0,1,0,1
4461,0,0,1,NA
4462,0,0,0,0
4463,0,1,1,NA
4464,1,0,0,0
4465,0,0,0,0
4466,0,0,0,0
4467,1,1,0,0
4468,0,0,1,NA
4469,1,1,1,NA
4470,0,0,0,0
4471,1,1,0,0
4472,1,1,0,0
4473,0,1,0,0
4474,1,1,0,0
4475,0,1,0,0
4476,1,0,0,0
4477,1,0,0,0
4478,1,0,0,0
4479,0,1,0,0
4480,1,1,0,0
4481,1,2,0,0
4482,0,1,1,NA
4483,0,0,1,NA
4484,0,0,0,0
4485,0,0,0,0
4486,1,0,0,0
4487,1,1,0,0
4488,1,1,0,0
4489,0,1,0,0
4490,1,0,0,1
4491,1,0,0,0
4492,1,2,1,NA
4493,0,1,0,0
4494,0,0,0,0
4495,1,0,0,0
4496,1,1,0,0
4497,1,0,0,0
4498,1,0,0,0
4499,0,1,1,NA
4500,1,2,1,NA
4501,0,0,0,0
4502,0,1,1,NA
4503,0,2,1,NA
4504,1,2,0,0
4505,0,1,0,0
4506,1,0,0,0
4507,0,0,0,0
4508,1,2,0,0
4509,0,0,0,0
4510,0,1,1,NA
4511,0,0,0,0
4512,1,2,0,0
4513,0,2,1,NA
4514,0,0,0,1
4515,1,0,0,0
4516,0,0,0,1
4517,1,1,1,NA
4518,1,1,0,0
4519,1,0,0,0
4520,0,0,1,NA
4521,0,2,0,0
4522,0,1,0,0
4523,0,2,1,NA
4524,0,1,1,NA
4525,1,1,0,0
4526,1,2,0,0
4527,0,2,0,0
4528,1,0,0,0
4529,1,1,0,0
4530,1,0,0,1
4531,1,2,0,0
4532,0,0,0,0
4533,0,0,0,1
4534,1,1,0,0
4535,0,0,0,0
4536,1,0,0,0
4537,0,0,0,0
4538,0,1,0,0
4539,0,0,0,1
4540,0,0,0,0
4541,0,0,0,0
4542,1,1,0,0
4543,1,1,0,0
4544,0,1,0,0
4545,1,1,1,NA
4546,1,1,0,0
4547,0,0,1,NA
4548,1,1,0,0
4549,0,0,1,NA
4550,0,1,1,NA
4551,1,1,1,NA
4552,1,2,1,NA
4553,1,0,0,0
4554,0,1,0,0
4555,1,1,0,0
4556,0,0,0,0
4557,0,1,0,0
4558,1,1,0,0
4559,1,1,1,NA
4560,0,0,0,0
4561,1,2,0,0
4562,0,0,0,0
4563,0,0,0,0
4564,0,0,0,1
4565,1,1,0,0
4566,1,2,0,0
4567,0,1,0,0
4568,1,1,1,NA
4569,1,1,0,0
4570,1,0,0,0
4571,1,1,0,0
4572,0,0,0,1
4573,0,1,0,1
4574,1,0,0,1
4575,1,2,0,0
4576,0,0,0,1
4577,0,0,0,0
4578,0,1,1,NA
4579,0,0,0,0
4580,1,1,0,0
4581,0,0,0,0
4582,1,2,1,NA
4583,1,1,0,0
4584,1,1,0,0
4585,0,1,0,0
4586,0,0,0,0
4587,1,2,0,0
4588,0,0,0,0
4589,1,1,0,0
4590,0,0,0,0
4591,0,1,0,1
4592,1,2,1,NA
4593,1,0,0,0
4594,0,0,0,1
4595,1,2,0,0
4596,0,1,1,NA
4597,1,1,0,0
4598,0,0,0,0
4599,1,1,0,0
4600,1,1,0,0
4601,1,1,0,0
4602,0,1,0,0
4603,1,1,0,0
4604,1,0,0,0
4605,0,0,0,0
4606,1,0,0,0
4607,1,2,0,0
4608,0,0,0,1
4609,1,1,0,0
4610,0,1,0,0
4611,0,1,0,0
4612,1,2,0,0
4613,0,0,0,0
4614,0,0,0,1
4615,1,0,1,NA
4616,0,0,0,0
4617,0,0,0,0
4618,0,1,0,0
4619,0,1,1,NA
4620,0,1,0,0
4621,0,1,0,0
4622,0,0,0,0
4623,0,0,0,0
4624,0,1,0,0
4625,1,1,0,0
4626,1,1,0,0
4627,0,0,0,0
4628,0,0,0,0
4629,0,1,1,NA
4630,1,1,1,NA
4631,0,0,0,0
4632,0,1,0,1
4633,1,2,1,NA
4634,1,1,0,0
4635,0,0,1,NA
4636,0,0,0,1
4637,0,1,1,NA
4638,1,1,0,0
4639,1,2,1,NA
4640,0,1,0,0
4641,0,0,1,NA
4642,0,1,0,0
4643,1,1,1,NA
4644,0,0,0,1
4645,0,0,0,0
4646,1,1,0,0
4647,1,1,0,0
4648,0,1,0,1
4649,0,2,0,0
4650,1,0,0,1
4651,1,0,0,0
4652,0,0,0,0
4653,1,1,0,0
4654,1,1,1,NA
4655,1,1,0,0
4656,1,1,0,0
4657,1,1,0,0
4658,0,1,0,0
4659,0,1,1,NA
4660,0,0,0,0
4661,0,2,0,0
4662,0,2,0,0
4663,1,1,0,1
4664,0,1,0,0
4665,1,1,0,1
4666,1,1,0,0
4667,1,1,0,0
4668,0,1,1,NA
4669,0,1,0,0
4670,1,0,0,0
4671,0,1,1,NA
4672,0,0,0,1
4673,1,1,0,0
4674,1,0,0,0
4675,1,1,0,0
4676,0,1,0,0
4677,0,0,0,1
4678,1,1,0,0
4679,0,0,0,0
4680,0,0,0,0
4681,0,1,1,NA
4682,1,1,0,0
4683,1,1,0,0
4684,1,2,1,NA
4685,1,0,0,0
4686,1,2,1,NA
4687,0,0,0,0
4688,1,1,0,0
4689,1,2,0,0
4690,1,2,0,0
4691,1,1,0,0
4692,0,1,1,NA
4693,1,1,0,0
4694,1,2,1,NA
4695,1,1,0,0
4696,0,2,1,NA
4697,1,1,0,0
4698,0,0,0,0
4699,0,0,0,0
4700,1,2,0,0
4701,0,1,0,0
4702,0,0,0,1
4703,1,1,1,NA
4704,0,2,1,NA
4705,1,1,1,NA
4706,1,0,0,0
4707,0,0,0,0
4708,1,1,0,0
4709,0,1,1,NA
4710,1,1,0,0
4711,0,0,0,0
4712,0,1,0,0
4713,1,1,0,0
4714,1,1,0,0
4715,1,1,0,1
4716,1,1,0,0
4717,0,0,0,1
4718,1,2,0,0
4719,1,1,0,0
4720,1,2,1,NA
4721,0,1,1,NA
4722,1,1,0,0
4723,0,1,0,0
4724,1,0,0,0
4725,0,0,0,1
4726,0,0,0,0
4727,0,0,0,0
4728,1,1,0,0
4729,1,2,0,0
4730,0,0,0,0
4731,0,1,1,NA
4732,1,1,0,1
4733,0,0,0,0
4734,1,1,0,0
4735,1,0,0,1
4736,1,0,0,0
4737,0,1,0,0
4738,1,2,0,0
4739,1,1,0,0
4740,0,0,0,1
4741,1,1,0,0
4742,1,2,0,0
4743,1,0,0,0
4744,0,0,0,0
4745,1,0,0,0
4746,0,1,0,0
4747,1,1,0,0
4748,0,1,0,0
4749,0,1,1,NA
4750,0,0,0,0
4751,1,1,0,0
4752,1,1,0,0
4753,0,0,0,1
4754,1,0,0,0
4755,1,1,0,0
4756,1,2,0,0
4757,1,1,0,0
4758,0,0,1,NA
4759,1,0,0,0
4760,1,1,0,0
4761,0,0,1,NA
4762,0,1,0,0
4763,0,1,0,0
4764,0,0,0,1
4765,1,0,0,0
4766,0,1,0,1
4767,0,0,1,NA
4768,0,0,0,0
4769,0,0,0,0
4770,1,0,0,0
4771,1,1,0,0
4772,1,1,0,0
4773,0,0,0,0
4774,1,1,0,0
4775,1,1,0,0
4776,1,2,0,0
4777,0,0,0,1
4778,0,1,1,NA
4779,0,0,0,0
4780,1,0,0,0
4781,1,0,0,0
4782,1,0,0,0
4783,0,1,1,NA
4784,1,2,1,NA
4785,0,0,0,1
4786,0,0,0,0
4787,0,0,0,0
4788,0,0,0,1
4789,1,1,0,0
4790,0,1,0,0
4791,0,1,0,0
4792,1,1,1,NA
4793,1,1,0,0
4794,0,1,0,0
4795,1,0,0,0
4796,0,0,0,0
4797,1,1,0,0
4798,1,0,0,0
4799,0,0,0,0
4800,0,1,0,0
4801,0,0,0,1
4802,1,1,0,0
4803,0,1,0,0
4804,1,1,0,0
4805,1,1,0,0
4806,0,1,0,0
4807,1,0,0,0
4808,0,2,0,0
4809,0,0,1,NA
4810,1,0,0,0
4811,1,1,0,0
4812,0,0,0,0
4813,1,0,0,0
4814,1,1,0,0
4815,1,0,0,0
4816,1,2,0,0
4817,0,0,1,NA
4818,1,1,0,0
4819,0,0,0,0
4820,0,1,1,NA
4821,1,1,0,0
4822,1,1,0,0
4823,1,1,0,0
4824,1,0,0,1
4825,1,2,0,0
4826,0,1,0,0
4827,1,1,0,0
4828,0,0,0,1
4829,0,0,1,NA
4830,1,1,0,0
4831,0,0,0,0
4832,0,0,0,0
4833,1,0,0,0
4834,0,0,0,1
4835,0,0,0,0
4836,0,0,0,0
4837,1,1,0,0
4838,1,0,1,NA
4839,0,0,0,0
4840,1,0,0,0
4841,1,2,0,0
4842,0,0,0,0
4843,1,1,1,NA
4844,0,1,0,1
4845,1,2,1,NA
4846,1,1,0,0
4847,0,0,0,0
4848,1,0,0,0
4849,1,1,0,0
4850,0,1,0,0
4851,0,1,0,0
4852,1,1,1,NA
4853,0,0,0,1
4854,0,1,1,NA
4855,1,2,0,0
4856,1,1,0,0
4857,1,1,0,0
4858,0,0,0,0
4859,0,2,1,NA
4860,0,1,0,0
4861,1,2,1,NA
4862,0,0,0,0
4863,1,1,0,0
4864,0,0,0,1
4865,0,0,0,0
4866,0,0,0,0
4867,0,1,0,0
4868,0,0,0,0
4869,0,1,0,0
4870,1,0,0,0
4871,1,1,0,0
4872,1,1,0,0
4873,0,0,0,0
4874,0,0,0,1
4875,0,0,0,0
4876,0,0,0,0
4877,1,1,0,0
4878,0,1,0,0
4879,1,2,0,0
4880,0,0,0,0
4881,1,1,0,0
4882,1,2,0,0
4883,0,1,0,0
4884,0,1,1,NA
4885,1,1,0,0
4886,0,1,1,NA
4887,1,1,0,0
4888,0,0,0,0
4889,0,1,0,0
4890,0,0,0,0
4891,1,1,1,NA
4892,0,0,0,0
4893,0,1,0,0
4894,0,0,0,0
4895,1,0,0,1
4896,0,1,0,0
4897,1,0,0,0
4898,0,1,0,0
4899,1,1,0,0
4900,1,0,0,0
4901,0,0,0,0
4902,1,1,0,0
4903,0,1,0,0
4904,0,0,0,1
4905,1,1,1,NA
4906,1,0,0,0
4907,1,2,1,NA
4908,0,0,0,0
4909,1,1,0,0
4910,1,1,0,0
4911,1,0,0,0
4912,0,0,0,1
4913,1,1,0,0
4914,1,1,0,0
4915,1,0,0,1
4916,1,1,0,0
4917,0,1,0,1
4918,0,2,0,0
4919,0,1,0,0
4920,1,2,0,0
4921,1,1,1,NA
4922,0,0,1,NA
4923,0,2,1,NA
4924,1,2,0,0
4925,0,0,1,NA
4926,0,1,1,NA
4927,0,1,1,NA
4928,0,1,0,0
4929,0,0,0,0
4930,1,1,0,0
4931,1,1,1,NA
4932,0,0,0,0
4933,0,1,1,NA
4934,0,0,0,1
4935,0,1,0,0
4936,1,1,0,0
4937,0,0,0,1
4938,1,2,1,NA
4939,0,0,0,0
4940,0,2,1,NA
4941,1,1,0,0
4942,1,2,1,NA
4943,1,1,0,0
4944,1,2,0,0
4945,0,1,0,0
4946,0,0,1,NA
4947,0,1,0,0
4948,1,2,0,0
4949,1,0,0,0
4950,0,0,0,0
4951,0,0,0,0
4952,0,0,0,0
4953,1,2,1,NA
4954,1,0,0,0
4955,1,2,0,0
4956,0,0,0,0
4957,1,1,0,0
4958,0,1,0,0
4959,0,0,1,NA
4960,0,0,0,1
4961,0,1,0,0
4962,1,1,1,NA
4963,0,0,0,0
4964,0,1,1,NA
4965,0,0,0,0
4966,0,1,0,0
4967,0,0,1,NA
4968,0,2,0,0
4969,1,0,0,0
4970,0,0,1,NA
4971,0,0,0,0
4972,0,1,0,0
4973,0,2,0,0
4974,0,0,1,NA
4975,0,2,1,NA
4976,0,0,1,NA
4977,0,0,0,0
4978,1,1,0,1
4979,0,1,0,0
4980,0,0,0,0
4981,1,0,0,0
4982,1,0,0,0
4983,0,1,1,NA
4984,0,0,0,0
4985,1,0,0,1
4986,0,0,0,0
4987,0,0,0,0
4988,0,0,0,0
4989,0,1,1,NA
4990,1,1,0,0
4991,1,1,0,0
4992,0,1,0,0
4993,0,0,0,1
4994,0,0,0,1
4995,1,0,0,0
4996,1,0,0,0
4997,0,1,0,0
4998,1,2,0,0
4999,1,1,0,0
5000,0,0,0,0
5001,0,0,0,0
5002,0,0,0,0
5003,1,2,0,0
5004,0,0,0,0
5005,1,2,0,0
5006,1,0,0,0
5007,0,0,0,0
5008,1,2,0,0
5009,0,1,1,NA
5010,0,2,0,1
5011,1,0,0,0
5012,0,1,0,0
5013,1,1,0,0
5014,1,2,0,0
5015,0,0,0,0
5016,0,0,0,1
5017,0,0,0,1
5018,1,2,0,1
5019,1,1,0,0
5020,0,0,0,0
5021,0,2,0,0
5022,0,0,0,0
5023,0,2,1,NA
5024,0,0,0,0
5025,1,0,0,0
5026,0,0,1,NA
5027,0,0,0,0
5028,0,0,0,0
5029,0,2,0,0
5030,1,0,0,0
5031,0,1,0,0
5032,1,0,0,0
5033,0,0,0,1
5034,0,1,0,0
5035,0,1,0,0
5036,0,1,1,NA
5037,0,2,1,NA
5038,0,0,0,0
5039,1,1,0,0
5040,0,0,0,0
5041,1,1,0,0
5042,1,2,0,0
5043,1,2,1,NA
5044,1,1,0,0
5045,0,0,0,0
5046,1,1,0,0
5047,1,1,0,0
5048,1,1,0,0
5049,1,2,1,NA
5050,0,0,0,0
5051,1,2,0,0
5052,0,1,0,0
5053,1,2,0,0
5054,0,0,0,0
5055,1,2,0,0
5056,1,0,0,0
5057,0,1,0,0
5058,1,1,0,0
5059,1,1,0,1
5060,0,0,0,0
5061,1,1,0,0
5062,0,0,1,NA
5063,1,0,0,0
5064,0,1,0,0
5065,0,1,0,0
5066,1,1,0,0
5067,0,1,0,1
5068,1,1,0,0
5069,1,1,0,0
5070,1,0,0,0
5071,0,0,0,1
5072,1,0,0,0
5073,1,1,0,0
5074,0,0,0,1
5075,1,1,0,0
5076,1,2,0,0
5077,0,0,0,1
5078,1,0,0,0
5079,1,1,0,0
5080,1,0,0,0
5081,1,0,0,0
5082,1,1,0,0
5083,1,1,0,0
5084,0,0,0,0
5085,1,1,0,0
5086,1,1,0,0
5087,1,1,1,NA
5088,0,0,0,0
5089,1,0,0,0
5090,0,0,0,0
5091,1,2,0,0
5092,0,0,0,1
5093,1,1,0,0
5094,0,0,0,1
5095,1,2,0,0
