"id","L1","L2","A","C","Y"
7765,0,0.250168172176927,2,0,0
7766,0,0.293458662228659,1,1,NA
7767,1,0.702549270587042,1,0,1
7768,1,0.879941374529153,1,0,0
7769,0,0.829404992284253,1,0,0
7770,1,0.783157355850562,1,0,0
7771,0,0.108877557329834,1,0,0
7772,1,0.628203704720363,2,0,0
7773,0,0.206247252877802,0,0,0
7774,1,0.452343999408185,2,0,0
7775,0,0.382408372592181,0,0,0
7776,1,0.889792659785599,1,0,0
7777,0,0.347924415720627,1,0,0
7778,0,0.212586843874305,0,0,0
7779,0,0.00261511234566569,0,0,1
7780,0,0.724510371685028,0,0,0
7781,1,0.427444642176852,2,0,0
7782,1,0.387749397894368,1,1,NA
7783,1,0.357095456682146,1,0,0
7784,0,0.212263360852376,0,0,0
7785,1,0.186093564378098,1,0,0
7786,1,0.56401070440188,0,0,0
7787,1,0.287140384782106,0,0,0
7788,1,0.969229322159663,1,0,0
7789,1,0.956110700732097,2,0,0
7790,0,0.964694174705073,2,1,NA
7791,0,0.638047899818048,0,0,1
7792,0,0.487203629920259,0,0,0
7793,0,0.854085031663999,1,0,0
7794,0,0.187270876951516,0,0,0
7795,1,0.596385710639879,1,0,0
7796,1,0.308961930684745,1,0,0
7797,0,0.338103879708797,0,0,0
7798,0,0.279796692775562,0,0,0
7799,1,0.611612961394712,0,0,0
7800,0,0.267916603945196,0,0,0
7801,0,0.726584601448849,1,0,0
7802,1,0.0361700055655092,2,0,0
7803,0,0.871243658009917,2,0,0
7804,1,0.0657394272275269,1,0,0
7805,1,0.426445473218337,1,0,1
7806,0,0.667862957343459,1,0,0
7807,1,0.836953030433506,0,0,1
7808,0,0.708686301950365,0,0,0
7809,1,0.311818315181881,0,0,1
7810,1,0.603670154931024,2,0,0
7811,0,0.183307121274993,1,0,0
7812,0,0.164205632871017,1,0,1
7813,1,0.548449420370162,2,1,NA
7814,0,0.414260362042114,1,0,0
7815,0,0.864234467968345,1,0,0
7816,0,0.263757490552962,1,0,0
7817,0,0.605037909699604,1,0,1
7818,0,0.222410566406325,2,1,NA
7819,1,0.881747375475243,2,0,0
7820,1,0.00879094889387488,1,0,0
7821,1,0.295576774748042,1,0,0
7822,0,0.806972277583554,0,0,0
7823,1,0.566819564672187,2,0,0
7824,1,0.0603034847881645,0,0,0
7825,0,0.679913183441386,1,1,NA
7826,1,0.972791338572279,1,1,NA
7827,0,0.418474946171045,1,0,0
7828,1,0.779684650013223,1,0,0
7829,0,0.719198151025921,0,0,0
7830,0,0.456261374056339,0,0,1
7831,0,0.974236409645528,1,1,NA
7832,0,0.139753201743588,1,0,0
7833,0,0.411337697645649,2,0,1
7834,0,0.0562025085091591,0,0,1
7835,0,0.321983284316957,0,0,1
7836,0,0.772929382510483,1,0,0
7837,1,0.57875220477581,1,0,0
7838,0,0.0346778312232345,1,0,0
7839,1,0.864944064291194,2,1,NA
7840,1,0.674799322150648,1,0,0
7841,0,0.880263997474685,2,0,0
7842,1,0.213043442927301,2,0,0
7843,1,0.918003344908357,0,0,1
7844,0,0.974960271734744,1,0,0
7845,1,0.391279956558719,2,0,0
7846,0,0.195067819906399,1,0,0
7847,0,0.82132575660944,1,0,0
7848,1,0.116581568028778,0,0,0
7849,0,0.603355010971427,0,0,1
7850,0,0.835735360626131,1,0,0
7851,1,0.0072483909316361,1,0,0
7852,0,0.15917991893366,0,0,0
7853,0,0.85682308091782,2,0,0
7854,1,0.615985982120037,0,0,0
7855,1,0.373430402716622,1,0,0
7856,1,0.64652420184575,1,0,0
7857,1,0.797485750634223,0,0,0
7858,1,0.633174553513527,2,0,0
7859,0,0.158244002843276,2,0,0
7860,1,0.13092521042563,2,0,0
7861,0,0.275237646652386,1,0,0
7862,1,0.420384929282591,0,0,0
7863,1,0.818363166647032,1,0,0
7864,0,0.758725429186597,1,0,0
7865,1,0.679387910058722,2,0,0
7866,0,0.072812674799934,0,0,0
7867,1,0.469958800356835,1,0,0
7868,1,0.73688603262417,2,1,NA
7869,0,0.992855372373015,1,0,1
7870,0,0.369438325054944,2,0,0
7871,1,0.0146446069702506,0,0,0
7872,1,0.218689468922094,0,0,0
7873,1,0.300057917134836,1,0,0
7874,1,0.406792617635801,0,0,0
7875,1,0.0247144554741681,2,0,1
7876,1,0.476997422985733,1,0,0
7877,0,0.465982346562669,2,1,NA
7878,0,0.207622703630477,2,0,0
7879,0,0.972845612559468,2,1,NA
7880,1,0.568624011706561,1,0,0
7881,1,0.932842263719067,2,0,0
7882,1,0.760687256464735,1,0,0
7883,0,0.98377482034266,1,0,0
7884,0,0.695682934019715,1,1,NA
7885,1,0.5434714355506,1,0,0
7886,1,0.456863978877664,2,0,0
7887,0,0.258475647307932,0,0,0
7888,0,0.491728900931776,1,0,1
7889,0,0.429410907905549,1,0,1
7890,0,0.893828404601663,1,1,NA
7891,0,0.993729793466628,1,0,0
7892,0,0.533596106106415,0,0,1
7893,0,0.527065707370639,1,0,1
7894,1,0.255115262465551,1,0,0
7895,0,0.974407488014549,2,0,0
7896,0,0.62842148845084,1,0,0
7897,0,0.138034437783062,0,0,0
7898,0,0.6436800530646,1,0,0
7899,0,0.876331222709268,2,1,NA
7900,1,0.473638748982921,2,0,0
7901,0,0.831378131872043,1,0,0
7902,1,0.938305362360552,1,0,0
7903,1,0.862199341412634,1,1,NA
7904,0,0.430113709298894,2,1,NA
7905,0,0.96892194962129,0,0,1
7906,0,0.339480171911418,0,0,0
7907,0,0.262958945007995,1,0,1
7908,0,0.0735490838997066,0,0,0
7909,1,0.186823939904571,2,0,0
7910,1,0.654662206070498,1,0,0
7911,0,0.843393944902346,2,0,0
7912,0,0.695499282563105,1,0,0
7913,1,0.374913286650553,1,0,0
7914,0,0.831442234804854,0,0,1
7915,1,0.188650919590145,1,0,0
7916,1,0.854346822248772,0,0,0
7917,0,0.960184923140332,2,1,NA
7918,1,0.461860043462366,2,1,NA
7919,0,0.280287096276879,1,0,0
7920,1,0.739217863650993,1,0,0
7921,1,0.709098123712465,1,0,1
7922,1,0.811197720700875,2,0,0
7923,0,0.21949546597898,1,0,0
7924,1,0.428213170496747,1,0,0
7925,0,0.668769042007625,0,0,0
7926,0,0.819952257210389,1,1,NA
7927,1,0.0575654427520931,1,0,0
7928,1,0.825381413334981,1,0,0
7929,1,0.201462642289698,0,0,0
7930,0,0.620188041822985,1,0,0
7931,1,0.886051382869482,2,0,0
7932,0,0.906880391994491,0,0,0
7933,1,0.550118607003242,1,0,0
7934,0,0.826510209357366,2,1,NA
7935,1,0.389004489872605,1,0,0
7936,1,0.681096979882568,1,0,0
7937,1,0.31936879362911,2,0,0
7938,1,0.707475736737251,2,1,NA
7939,0,0.735824689501897,0,0,1
7940,0,0.824184623779729,0,0,1
7941,1,0.680717932293192,1,0,0
7942,1,0.571722067659721,1,0,0
7943,1,0.863485830137506,2,0,0
7944,1,0.437135155778378,1,0,0
7945,1,0.876650800928473,2,1,NA
7946,0,0.742179079214111,2,0,0
7947,0,0.360005718423054,1,0,1
7948,1,0.553907701512799,1,0,1
7949,0,0.489547223551199,1,0,0
7950,0,0.84573131101206,0,1,NA
7951,1,0.377608882263303,2,0,0
7952,0,0.405366107821465,0,0,1
7953,0,0.495511159067973,0,0,0
7954,1,0.357292808359489,1,0,0
7955,1,0.174486964009702,2,1,NA
7956,0,0.679933395236731,0,0,0
7957,1,0.718224615557119,2,1,NA
7958,0,0.0555083237122744,0,0,0
7959,0,0.411945751402527,1,0,1
7960,1,0.178519624052569,1,1,NA
7961,1,0.27588278776966,2,1,NA
7962,0,0.503585991216823,1,0,0
7963,1,0.388478581793606,0,0,0
7964,0,0.0616610189899802,1,0,0
7965,0,0.392698278650641,0,0,1
7966,1,0.727701900526881,1,0,0
7967,0,0.296407646499574,1,0,0
7968,1,0.31587249902077,1,0,0
7969,1,0.400547288591042,1,0,0
7970,0,0.569600117392838,1,0,0
7971,0,0.37830533226952,0,0,0
7972,0,0.44541903375648,1,1,NA
7973,0,0.517190303187817,0,0,0
7974,0,0.745609708828852,2,0,0
7975,0,0.335135671542957,0,0,0
7976,1,0.39509592903778,2,1,NA
7977,1,0.086720896884799,1,0,0
7978,1,0.541086880257353,2,0,0
7979,1,0.991641117725521,1,0,0
7980,0,0.993281024508178,0,0,1
7981,0,0.831393676809967,0,0,1
7982,0,0.932732973946258,1,0,0
7983,1,0.44984915619716,1,0,0
7984,1,0.993386550340801,1,0,0
7985,1,0.1527594786603,0,0,0
7986,1,0.180267590330914,0,0,0
7987,1,0.999758300371468,1,0,1
7988,1,0.618534210836515,2,1,NA
7989,0,0.970265890937299,1,0,0
7990,0,0.680962646147236,1,0,0
7991,1,0.651518189581111,1,0,0
7992,1,0.797338225878775,2,1,NA
7993,1,0.255035813199356,1,0,0
7994,1,0.692543793702498,1,0,0
7995,1,0.346191877499223,2,0,0
7996,0,0.736823507817462,0,0,0
7997,0,0.429509700508788,1,0,0
7998,0,0.0117583989631385,0,0,0
7999,1,0.715885632438585,2,0,0
8000,0,0.806773556629196,1,1,NA
8001,1,0.310217532329261,0,0,0
8002,1,0.588745489250869,2,0,0
8003,1,0.135244079865515,2,0,0
8004,0,0.760737514588982,1,0,0
8005,0,0.629633694188669,1,0,1
8006,1,0.662581925746053,1,0,0
8007,1,0.0857728982809931,2,0,0
8008,1,0.992649800144136,0,0,0
8009,1,0.469148006755859,2,0,1
8010,0,0.449074301868677,1,1,NA
8011,1,0.311491024214774,0,0,1
8012,0,0.573991882614791,1,0,0
8013,1,0.677167056128383,2,0,0
8014,1,0.00981188868172467,1,0,0
8015,1,0.623907981673256,0,0,1
8016,1,0.146179458824918,1,0,0
8017,1,0.361390090780333,2,0,0
8018,0,0.398181219352409,0,0,0
8019,1,0.679808143060654,0,1,NA
8020,0,0.534823164343834,0,0,0
8021,0,0.944293045438826,1,0,1
8022,1,0.0830974713899195,1,0,0
8023,0,0.235675297910348,1,1,NA
8024,0,0.000200683483853936,0,0,0
8025,1,0.838525819126517,1,0,0
8026,1,0.467370091704652,2,1,NA
8027,0,0.0903862263076007,0,0,0
8028,0,0.205847712932155,1,0,0
8029,0,0.132446080911905,0,0,0
8030,0,0.239318406907842,1,0,0
8031,0,0.511453803163022,0,0,1
8032,1,0.163321943022311,1,0,0
8033,0,0.406414210796356,1,0,0
8034,1,0.394363219384104,1,0,0
8035,0,0.232117888983339,1,0,0
8036,1,0.688779868418351,0,0,1
8037,0,0.770858120871708,0,0,0
8038,0,0.0670835559722036,0,0,0
8039,1,0.363183746580034,1,0,0
8040,1,0.454677740577608,1,0,0
8041,1,0.526762334862724,0,0,0
8042,0,0.104592983843759,2,1,NA
8043,0,0.84405962890014,2,1,NA
8044,0,0.0997132221236825,1,1,NA
8045,0,0.826195242349058,1,0,0
8046,0,0.473759149666876,2,0,0
8047,0,0.942039095330983,1,1,NA
8048,0,0.916915390407667,0,0,0
8049,0,0.256282992195338,1,0,0
8050,0,0.694771007401869,2,1,NA
8051,0,0.147311827167869,1,0,0
8052,0,0.176561925327405,1,0,0
8053,1,0.531972219701856,2,0,0
8054,0,0.606587748741731,0,0,0
8055,1,0.768068501260132,0,0,0
8056,0,0.356340079335496,1,0,0
8057,0,0.258968088310212,1,1,NA
8058,1,0.703198882518336,2,1,NA
8059,0,0.0521818522829562,1,0,0
8060,1,0.152243586722761,0,0,0
8061,1,0.156477295095101,2,0,0
8062,0,0.567591553553939,1,0,1
8063,0,0.29255079687573,1,0,0
8064,1,0.415860084583983,2,0,0
8065,0,0.338904666015878,1,0,0
8066,0,0.908750391798094,1,0,0
8067,0,0.624986842041835,1,0,1
8068,1,0.779871589969844,1,0,0
8069,1,0.72250391705893,1,0,0
8070,0,0.79019419895485,0,0,0
8071,0,0.0570183091331273,1,0,0
8072,1,0.315215261420235,0,0,0
8073,1,0.474635018734261,2,0,0
8074,1,0.960487225092947,2,1,NA
8075,0,0.387954804813489,1,0,0
8076,0,0.782897989498451,1,0,0
8077,0,0.171532956184819,1,0,0
8078,0,0.780500724678859,1,1,NA
8079,1,0.436169465770945,1,0,0
8080,0,0.367857815464959,1,0,0
8081,1,0.426833438687027,2,0,0
8082,0,0.105996507918462,1,1,NA
8083,0,0.852277260040864,2,0,1
8084,1,0.0332148058805615,0,1,NA
8085,0,0.0865274753887206,0,0,1
8086,0,0.975077138282359,1,0,0
8087,0,0.655780753819272,0,0,0
8088,0,0.335942146833986,2,0,0
8089,1,0.518711512209848,1,0,0
8090,1,0.58090617088601,2,0,0
8091,0,0.830810609273612,1,1,NA
8092,0,0.138344701379538,0,0,0
8093,1,0.196149021852762,0,0,0
8094,1,0.251833222340792,1,0,0
8095,0,0.0918666247744113,0,0,0
8096,0,0.884357513859868,0,0,1
8097,0,0.619482923997566,2,1,NA
8098,0,0.040139514952898,1,0,0
8099,0,0.666895697824657,0,1,NA
8100,0,0.62310650316067,1,0,0
8101,0,0.237454829737544,1,0,0
8102,0,0.204863271908835,0,0,1
8103,1,0.844567901687697,2,1,NA
8104,1,0.479553089011461,1,0,1
8105,1,0.0402298930566758,1,0,0
8106,1,0.0282815187238157,1,0,0
8107,0,0.834684536326677,2,0,0
8108,1,0.452504810644314,1,0,0
8109,1,0.756855846382678,1,0,0
8110,1,0.661796028958634,1,0,0
8111,1,0.743224362377077,1,0,0
8112,1,0.795785366324708,0,0,1
8113,0,0.52322760084644,0,0,0
8114,0,0.807118523400277,1,0,0
8115,0,0.766501448582858,1,0,0
8116,0,0.288413812872022,0,0,0
8117,1,0.0307821093592793,2,0,0
8118,1,0.456220597494394,1,0,0
8119,0,0.629715429386124,1,0,0
8120,0,0.320367553969845,0,0,0
8121,1,0.591215423308313,1,0,0
8122,1,0.397708279779181,1,0,0
8123,0,0.244019011966884,0,0,0
8124,0,0.727779878070578,2,1,NA
8125,0,0.212529605254531,0,1,NA
8126,1,0.619561941130087,1,0,0
8127,0,0.52061849553138,1,0,0
8128,1,0.788196986773983,2,0,0
8129,1,0.619283376494423,1,0,0
8130,0,0.70770690497011,1,0,0
8131,1,0.00821088440716267,0,0,0
8132,1,0.632268985500559,1,0,0
8133,0,0.488257806980982,0,0,0
8134,1,0.216606671456248,1,0,0
8135,1,0.879745242651552,2,0,0
8136,1,0.663519747322425,2,1,NA
8137,0,0.541468155104667,2,0,0
8138,0,0.783085792092606,1,0,0
8139,1,0.773638763697818,0,0,0
8140,1,0.82197523675859,2,0,0
8141,1,0.809092893265188,0,0,1
8142,0,0.453796016750857,2,0,0
8143,0,0.349214725196362,0,0,0
8144,0,0.17453713901341,1,0,0
8145,1,0.172317331423983,2,0,0
8146,1,0.225924269296229,0,0,0
8147,0,0.649860767647624,2,1,NA
8148,1,0.7235987263266,0,0,0
8149,1,0.667014819337055,1,0,0
8150,1,0.253265656298026,1,0,1
8151,1,0.771947424160317,1,0,0
8152,0,0.560139694018289,1,1,NA
8153,0,0.344343396602198,0,0,0
8154,1,0.876363507704809,1,0,0
8155,1,0.429108068812639,1,0,0
8156,0,0.138591464143246,0,0,0
8157,0,0.464714580448344,0,0,1
8158,1,0.844372048275545,0,0,0
8159,0,0.826771142426878,1,0,0
8160,0,0.444908017525449,0,0,0
8161,1,0.434388901339844,1,0,0
8162,0,0.817607124801725,0,0,1
8163,0,0.578694637864828,1,0,0
8164,0,0.792310933815315,1,0,0
8165,0,0.260030600940809,0,0,0
8166,0,0.862757232272997,0,0,0
8167,0,0.799055667361245,1,0,0
8168,1,0.392617834266275,1,0,0
8169,0,0.330369712552056,0,0,0
8170,0,0.0895608731079847,0,0,0
8171,1,0.0297257031779736,1,0,0
8172,1,0.651687908917665,2,1,NA
8173,1,0.819145192857832,1,0,0
8174,1,0.372516717296094,0,0,0
8175,0,0.138944812817499,1,0,0
8176,1,0.888916267082095,1,0,1
8177,1,0.251257800729945,2,0,0
8178,1,0.505725247086957,2,0,0
8179,0,0.847329291515052,0,0,1
8180,1,0.185270619345829,1,0,0
8181,1,0.653627335559577,1,0,0
8182,0,0.105507485801354,1,0,1
8183,1,0.854975977446884,1,0,0
8184,1,0.179326192243025,1,1,NA
8185,0,0.346620861673728,0,0,0
8186,0,0.232382112648338,2,0,0
8187,1,0.753772835480049,1,0,0
8188,0,0.254238589201123,1,0,1
8189,0,0.30299681914039,1,0,0
8190,0,0.0549116905312985,0,0,0
8191,0,0.361695208121091,1,0,1
8192,0,0.870835181092843,1,0,0
8193,0,0.781361076515168,1,0,0
8194,1,0.250144049525261,2,0,0
8195,0,0.911226417170838,1,0,0
8196,1,0.82455409062095,2,0,0
8197,1,0.197400201112032,0,0,0
8198,0,0.253941726638004,1,0,0
8199,0,0.303821308305487,1,0,0
8200,0,0.748872864292935,1,1,NA
8201,1,0.234116142150015,0,0,1
8202,0,0.764622108079493,1,0,0
8203,0,0.288896518526599,0,1,NA
8204,0,0.284656868083403,0,0,0
8205,1,0.451633513905108,1,0,0
8206,1,0.392706339247525,0,0,0
8207,0,0.630333107197657,2,1,NA
8208,1,0.0418298062868416,2,1,NA
8209,0,0.220943284686655,0,0,0
8210,0,0.624997646082193,0,0,1
8211,1,0.339407240971923,0,0,1
8212,0,0.268095008796081,2,0,0
8213,0,0.0975497551262379,0,0,0
8214,0,0.784753843210638,1,0,1
8215,0,0.375639681937173,0,0,1
8216,0,0.369530691998079,1,0,0
8217,0,0.864371998468414,0,0,0
8218,0,0.883125241147354,0,0,0
8219,0,0.89628168172203,1,0,0
8220,0,0.13105251127854,1,1,NA
8221,1,0.0232225379440933,0,0,0
8222,1,0.503696906147525,2,0,0
8223,0,0.645654742605984,0,0,0
8224,1,0.687158960150555,1,0,0
8225,0,0.82534696906805,1,0,0
8226,1,0.0652417074888945,1,0,0
8227,0,0.0639762370847166,0,0,0
8228,1,0.944140672218055,1,0,0
8229,0,0.233581846579909,0,0,0
8230,0,0.787087407894433,1,0,0
8231,0,0.382047318620607,2,0,1
8232,1,0.989352136617526,0,0,0
8233,1,0.967288238927722,1,0,0
8234,1,0.555538390297443,1,0,0
8235,1,0.998540300875902,2,0,0
8236,0,0.949134862748906,1,0,0
8237,1,0.827889372827485,2,0,0
8238,0,0.586119142826647,0,0,0
8239,0,0.594625129830092,0,0,1
8240,1,0.244254482677206,1,0,0
8241,0,0.555194769054651,1,1,NA
8242,0,0.87503718957305,1,0,0
8243,0,0.865313286194578,1,0,0
8244,0,0.461903568357229,0,0,0
8245,1,0.405798724852502,1,0,0
8246,0,0.718902623513713,1,0,1
8247,1,0.219898919342086,1,0,0
8248,0,0.364905200200155,1,0,0
8249,1,0.694066765252501,1,0,0
8250,0,0.89766487153247,2,0,0
8251,1,0.244879593607038,1,0,0
8252,0,0.975090165389702,0,1,NA
8253,0,0.912182796746492,1,0,1
8254,0,0.552514584967867,1,0,1
8255,1,0.244547967799008,0,0,0
8256,0,0.261762435780838,0,0,0
8257,0,0.144235158571973,1,0,0
8258,0,0.462212711805478,1,1,NA
8259,1,0.49747606436722,0,0,0
8260,0,0.483320459024981,1,0,1
8261,0,0.895749720977619,0,0,0
8262,0,0.427738195750862,1,1,NA
8263,1,0.404581428039819,1,0,0
8264,0,0.43208869593218,0,0,0
8265,1,0.0106533907819539,2,0,0
8266,1,0.0533055996056646,2,0,0
8267,0,0.717330560088158,1,0,0
8268,0,0.0734088409226388,0,0,0
8269,0,0.807881220243871,1,0,0
8270,0,0.555023506516591,0,0,0
8271,0,0.0837483594659716,1,1,NA
8272,0,0.354777647182345,1,0,0
8273,1,0.351474106777459,1,0,0
8274,0,0.00330497813411057,0,0,0
8275,0,0.284146572463214,0,0,0
8276,0,0.754793023923412,2,1,NA
8277,1,0.822870130650699,0,0,1
8278,1,0.175806993385777,1,0,0
8279,0,0.172855605371296,1,0,0
8280,0,0.403958430048078,0,0,0
8281,0,0.284271993907169,2,0,0
8282,1,0.748871884774417,2,0,0
8283,0,0.0525604467839003,0,0,0
8284,0,0.748138052644208,1,1,NA
8285,0,0.717868628911674,0,0,1
8286,0,0.792622298235074,0,0,0
8287,1,0.986315310699865,1,0,0
8288,1,0.0491307731717825,0,0,0
8289,0,0.115920152980834,1,0,1
8290,1,0.325710593955591,0,0,0
8291,1,0.164470645831898,1,0,0
8292,0,0.476417022291571,0,0,0
8293,0,0.62087993323803,1,0,0
8294,0,0.594577243318781,0,0,0
8295,0,0.842976770130917,2,1,NA
8296,0,0.632860004436225,1,0,0
8297,0,0.532508542994037,0,0,1
8298,1,0.757196204271168,0,0,0
8299,0,0.780672443332151,1,0,0
8300,0,0.687925501959398,1,0,0
8301,1,0.231177162844688,1,0,0
8302,1,0.134025543229654,1,0,0
8303,0,0.443441272713244,1,1,NA
8304,1,0.491177966352552,0,0,1
8305,1,0.525107241468504,0,0,0
8306,1,0.0609052868094295,1,1,NA
8307,1,0.46449072076939,1,0,0
8308,0,0.642481004819274,2,1,NA
8309,0,0.377257131272927,1,1,NA
8310,0,0.525452650850639,0,0,1
8311,1,0.345526119926944,1,0,0
8312,1,0.487463650293648,2,0,0
8313,0,0.606310926610604,2,1,NA
8314,0,0.155852553667501,1,0,0
8315,0,0.660496608819813,1,1,NA
8316,1,0.788079015212134,1,0,0
8317,1,0.541158068692312,0,0,0
8318,1,0.314480702159926,1,0,0
8319,0,0.915609699673951,1,0,0
8320,0,0.234934176784009,0,0,1
8321,0,0.812385954661295,2,0,0
8322,1,0.824903984321281,0,0,0
8323,0,0.153258037054911,0,0,1
8324,0,0.285967379575595,0,0,1
8325,0,0.87846543523483,1,0,1
8326,1,0.249888007761911,1,0,0
8327,1,0.176172242732719,1,0,0
8328,1,0.268146597314626,0,0,1
8329,0,0.466297002276406,1,0,0
8330,1,0.928479054244235,1,0,0
8331,0,0.588111627381295,1,0,0
8332,0,0.310980282258242,0,0,0
8333,1,0.798463360173628,0,0,0
8334,1,0.689308831235394,1,0,0
8335,1,0.142796397209167,0,0,0
8336,1,0.229837794555351,1,0,0
8337,1,0.939484204398468,0,0,1
8338,0,0.554779870435596,0,1,NA
8339,1,0.469108142657205,0,0,0
8340,0,0.992380117299035,1,0,0
8341,0,0.713126753689721,1,0,0
8342,1,0.24603480193764,0,0,1
8343,1,0.198118080152199,1,0,0
8344,0,0.122317023575306,1,1,NA
8345,0,0.95605273055844,0,0,1
8346,0,0.531271898420528,2,1,NA
8347,1,0.0864258313085884,1,0,0
8348,0,0.305585358059034,0,0,0
8349,1,0.295382556505501,1,0,0
8350,1,0.451211378909647,0,0,1
8351,1,0.839737715898082,1,0,0
8352,1,0.114564937539399,0,0,0
8353,1,0.269827924435958,1,0,0
8354,1,0.460325012216344,1,0,0
8355,1,0.627887033857405,2,0,0
8356,1,0.345609253970906,0,0,0
8357,1,0.847367340000346,0,0,1
8358,0,0.260675029596314,0,0,1
8359,1,0.740562111372128,0,0,0
8360,1,0.119982873788103,0,0,0
8361,1,0.931583004305139,2,0,0
8362,1,0.472252125153318,1,0,0
8363,0,0.998632771661505,2,0,0
8364,0,0.147559509379789,1,0,0
8365,1,0.214140599127859,2,0,0
8366,0,0.32993317139335,1,0,0
8367,0,0.101088532013819,0,0,0
8368,0,0.094617483438924,1,1,NA
8369,1,0.111761160660535,1,0,0
8370,0,0.668206892441958,2,0,1
8371,1,0.274596651550382,0,0,0
8372,1,0.291118296328932,0,0,0
8373,1,0.8334228284657,0,0,0
8374,0,0.180009095696732,0,0,1
8375,1,0.0931712985038757,2,0,0
8376,0,0.961895240936428,0,0,1
8377,1,0.133566793287173,1,0,0
8378,1,0.54309562430717,1,0,0
8379,0,0.282184202922508,1,0,0
8380,0,0.275979075115174,0,0,0
8381,0,0.766103238565847,1,1,NA
8382,0,0.549777085427195,0,0,1
8383,1,0.15445066941902,1,0,0
8384,1,0.224783971440047,0,0,0
8385,1,0.27715150732547,0,0,0
8386,1,0.923864010255784,1,0,0
8387,1,0.591207735938951,1,0,0
8388,1,0.655227300943807,1,1,NA
8389,1,0.489838398760185,2,0,0
8390,0,0.482874304521829,1,0,0
8391,0,0.0905267267953604,0,0,0
8392,1,0.651230953400955,1,0,1
8393,0,0.357250560540706,0,0,0
8394,1,0.12906999560073,1,0,0
8395,0,0.172238535946235,0,0,0
8396,0,0.0679293088614941,0,0,1
8397,0,0.324218129506335,0,0,0
8398,1,0.824915629811585,1,0,0
8399,0,0.977277950383723,2,1,NA
8400,0,0.163469548802823,2,0,0
8401,0,0.0518230102024972,0,0,0
8402,1,0.466268428135663,1,0,0
8403,1,0.559625395340845,2,0,0
8404,0,0.671627621166408,1,0,0
8405,0,0.908271706430241,1,1,NA
8406,0,0.557564748916775,1,0,0
8407,1,0.235690436791629,0,0,0
8408,0,0.387312091886997,1,0,0
8409,0,0.614756765076891,0,1,NA
8410,0,0.77068159612827,1,1,NA
8411,0,0.291341337841004,1,0,0
8412,0,0.123217288870364,1,0,0
8413,1,0.440570596605539,1,0,0
8414,0,0.733042368432507,1,0,0
8415,1,0.682218494825065,1,0,1
8416,1,0.207842001225799,0,0,0
8417,0,0.40748629369773,0,0,0
8418,0,0.663513963809237,0,0,0
8419,0,0.822341105202213,1,1,NA
8420,1,0.692986707668751,1,0,0
8421,0,0.771115638315678,0,0,1
8422,1,0.634093929547817,0,0,0
8423,0,0.447011742275208,1,0,0
8424,0,0.943412688560784,0,0,0
8425,1,0.73181263776496,1,0,0
8426,1,0.624452120624483,2,1,NA
8427,0,0.381580105051398,0,0,0
8428,0,0.879564308328554,1,0,0
8429,1,0.0123037975281477,1,0,0
8430,1,0.965629179263487,0,0,0
8431,0,0.878794430522248,0,0,1
8432,1,0.787582301301882,2,0,1
8433,1,0.568597899517044,1,0,0
8434,1,0.0255549114663154,1,0,0
8435,0,0.754293247591704,1,0,0
8436,0,0.475410688435659,2,0,0
8437,0,0.423095921054482,1,0,0
8438,0,0.799606339773163,1,0,0
8439,0,0.0467509182635695,0,0,0
8440,0,0.73585118050687,0,0,1
8441,0,0.845357480458915,1,1,NA
8442,1,0.621809375705197,1,0,0
8443,0,0.910140976076946,0,0,1
8444,1,0.667336349142715,2,0,0
8445,1,0.965955283958465,1,0,0
8446,0,0.608166003366932,1,0,0
8447,1,0.644427015213296,0,0,1
8448,0,0.288637768244371,2,0,0
8449,1,0.607449444709346,1,0,0
8450,0,0.83540642936714,0,0,0
8451,0,0.618868826655671,1,0,0
8452,1,0.0290899537503719,2,0,0
8453,0,0.324442153563723,0,1,NA
8454,0,0.568383197300136,1,0,1
8455,0,0.465621485374868,1,0,0
8456,1,0.847291827667505,2,0,0
8457,1,0.557879895670339,2,0,0
8458,0,0.447268170071766,0,0,0
8459,1,0.0012417349498719,1,0,0
8460,0,0.0381910363212228,1,0,0
8461,0,0.99693284672685,2,0,0
8462,1,0.837420865660533,1,0,1
8463,0,0.261545805260539,0,0,0
8464,1,0.305628884816542,1,1,NA
8465,1,0.472993092378601,1,0,1
8466,1,0.394934781361371,0,0,0
8467,0,0.754860038636252,0,0,0
8468,1,0.4542214369867,1,0,0
8469,1,0.608893932076171,1,0,0
8470,0,0.158930208999664,2,0,0
8471,1,0.569412508513778,0,0,0
8472,0,0.831600114237517,0,0,1
8473,1,0.133761018281803,1,0,0
8474,1,0.844232167117298,1,0,0
8475,1,0.84722764021717,0,0,1
8476,1,0.703709285706282,1,0,1
8477,1,0.111986407078803,1,0,0
8478,1,0.804617329733446,0,0,1
8479,1,0.711676572915167,0,0,0
8480,0,0.532035121694207,1,0,0
8481,0,0.0311795494053513,2,1,NA
8482,1,0.353021896677092,1,0,0
8483,0,0.355145388050005,0,0,1
8484,0,0.914103711955249,0,0,1
8485,1,0.836144597269595,2,0,0
8486,1,0.0826721210032701,1,0,0
8487,0,0.119111150270328,1,0,0
8488,0,0.888928494416177,1,0,0
8489,0,0.615110803162679,2,1,NA
8490,1,0.543582633603364,1,1,NA
8491,1,0.145302162738517,0,0,0
